"","text"
"980","abuwaras kok kd panik emang jokowi lg menentukan capresnya  jokowi tdk punya partai tp jokowi punya massa yg setia lbh byk dr partai manapun jd percuma kalian provokasi lbh baik nerbuatlah lbh baik dr jokowi kalo bisa"
"981","chepec ferdyferandi emma jokowi mohmahfudmd listyosigitp ini beda lah"
"982","andisinulingga jokowi helehnggedabrus"
"983","romitsut elit pdip meradang atas acara relawan jokowi di gkb anggota dpr ri asal pdip deddy sitorus menganggap acara tsb merendahkan jokowi sekjen pdip hasto singgung para relawan yg cenderung manipulatif yakin setelah ini para buzzer penggagas acr tdk akan koar kegiatan ini lg"
"984","naughtyrabbit pipelpawer jokowi ente muslim klo muslim pelajari perbedaan qodho n qodar biar ngerti klo mati krn vaxin itu masuk gol mana "
"985","tvonenews rusuh jaman jokowi"
"986","helmifelis jokowi kasihan rakyat dikibulin terus"
"987","putridrupadi maryshelparaiso terima kasih pak jokowi masyarakat bangga jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia nkrimajubersamajokowi "
"988","gibrantweet mas bilang sama bpk jokowi kapan gebuk para tersangka sindikat mafia tanah yg di backingi mafia kasus di polda sumsel kebun tanah milik orang tua di rampas perusahaan sawit pt bki para tsk di lindungi kepolisian listyosigitp "
"989","herusnd kbenaranhakiki uyokback jokowi lho itu relawan jokowi setuju periode melanggar konstitusi sampah juga dong"
"990","mantap pak jokowi negara indonesia semakin diakui dunia kami mendukung penuh jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"991","alfkey presiden mundur bisa saja terjadi kalau memang keterlaluan bgt ingat kasus suharto skrg jokowi jg kayak suharto ini keterlaluan bgt dan terangan ga tau malu otak mu kemana"
"992","relawan jokowi itu yang dipikirin cuma isi perut dan isi dompet urusan bantuan buat bencana gempa cianjur ntar dulu dah tapi kalo di bayar mau kali ya "
"993","yang dimaksud pak jokowi berambut putih adalah house of targaryen sudah putih dari sononya karena emang keluarga yang ruwet"
