"","klasifikasi","score","text"
"881","Negatif",-1,"tempodotco jokowi juga terpaksa ngeluarin anggaran untuk relawan yang nggak sedikit"
"882","Negatif",-3,"yaniarsim jokowi padahal prank dusta tuh kan gak malunya parah"
"883","Negatif",-1,"jokowi sampai akhir jaman gue bakal kasih tau ke anak cucu gue kalau di indonesia pernah pemimpin yang sangat buruk yaitu anda "
"884","Netral",0,"hoonssite penyebar hoax pak jokowi"
"885","Negatif",-2,"zenoldantijoko ganjarpranowo jokowi takut disidang sama partai nya lagi makanya ganti identitas "
"886","Negatif",-2,"balas jokowi soal pemimpin rambut putih pks banggakan rekam jejak anies "
"887","Netral",0,"petercumicumi listyosigitp setkabgoid jokowi mohmahfudmd ridwankamil bimaaryas itulah polisi jiper sm ormas copot kapolres nya kl kapolri berani sy "
"888","Positif",3,"wagimandeep anies pemimpin yg tulus amp rendah hati pasti mau melakukan kebaikan sekecil apapun utk berbagi kebahagiaan jokowi ganjarpranowo oposisicerdas geloraco rmolnetworkofc bachrumachmadi sutanmangara geiszchalifah musniumar mdyasmara tatakujiyati ekowboy musniumarr"
"889","Netral",0,"mengapa presiden jokowi tak jadi membuka munas kahmi "
"890","Negatif",-7,"wagimandeep jokowi ngomong jg indosampah berarti bukan cuma menghina presiden jokowi tp menghina negara indonesia ini harus di penjara sy gak ada urusan orang benci atau seneng sm pak jokowi tp kalo sdh menghina indonesia itu beda lg"
"891","Positif",1,"kalau polri divhumaspolri listyosigitp selamanya ormas mengatasnamakan agama semakin menuhankan diri mereka pak jokowi mohmahfudmd tolong disentil listyosigitp minimal kalau tidak tegas kalau perlu copot "
"892","Positif",2,"yoezzar menkeu prastow msaiddidu alisyarief kpkri dprri bpkri ppatk prastow jawab dong diam diam bae konon anggaran sampai milyar loh proposal di ajukan ke bumn parah ini negara hambur hamburkan uang rakyat demi gerilya tiga periode jokowi ini negara model apa uang milyaran cuma hasilkan sampah seperti ini "
"893","Negatif",-1,"detikcom emang memalukan sih acara kek gitu jokowi"
"894","Netral",0,""
"895","Negatif",-1,"restycayah jokowi dennysiregar gak kayaknya biarin jadi bangke jang tuh syiah "
"896","Negatif",-2,"jokowi bahaya pemimpin yg suka bohong pak "
"897","Negatif",-1,"yaniarsim jokowi pemimpin yang rambutnya hitam gk mikirin bagaimana mau mikirin rakyat ngomong aja gk mikir "
"898","Negatif",-5,"demangsinuhun bambang restycayah jokowi buat gw ga ngaruh jokowi mau periode emang kalo dukung jokowi dapat apa justru yg kasihan itu orang seperti bambang km ini mas mau dukung sampai mana pun tetap saja ga ngaruh buat kehidupan nya km mas sama susah "
"899","Netral",0,"tanyarlfes sekilas kayak pak jokowi"
"900","Negatif",-4,"coba tuh duit m yg digunakan jokowi buat acara tipu di gbk dibeliin krupuk dan lauk buat fakir miskin kek gini "
"901","Negatif",-2,"kbenaranhakiki kasurrusak uyokback jokowi kaesang orang sukses dia pekerja keras dan usaha tidak membodohi hasil jd motivasi buat kita biar jd sukses kyk dia jgn nyinyir"
"902","Netral",0,"tanggapan hasto terkait pernyataan jokowi terhadap pemimpin yang berambutputih "
"903","Negatif",-4,"yang tidak paham urusan kemanusiaan tidak layak jadi pemimpin di tengah duka cianjur relawan anies batalkan acara relawan jokowi pesta di gbk aktivis ini soal kepekaan saja "
"904","Netral",0,"olvaholvah jokowi jelas tidak "
"905","Negatif",-1,"widayatiningmmh mihrabku jokowi miris liat nya krn kebencian yg sdh mengakar sdg yg di benci begitu di cintai oleh banyak yg waras akal"
"906","Netral",0,"oposisicerdas capresku puanmaharaniri no debat jokowi promoin ganjarpranowo no  puanmaharaniri merdeka"
"907","Netral",0,"bobbietrussell maryshelparaiso keren memang presiden jokowi masyarakat mendukung kinerja pemerintahan jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia nkrimajubersamajokowi "
"908","Negatif",-2,"jeffryiskanda aliansyahsihom loveagever jokowi pada kena tipu tuh nyampah lagi eh itulah kenapa pendukung jokowi kalau gak dungu ya goblok projo gak ikutan wooii "
"909","Netral",0,"anam jokowi kiyaimarufamin halimiskandarnu pmdsukosewu mochsaichu reefhid mufliqh mifthulmunir bagusmuhaimins mantap"
"910","Positif",1,"terimakasih pak jokowi papuayouthcreativehub di apresiasi "
"911","Negatif",-2,"bozzvanc se sampah otak jokowi"
"912","Netral",0,"kompastv langsung tag orangnya jokowi"
"913","Positif",1,"program kerja pak jokowi sudah membawa pengaruh besar di berbagai daerah jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"914","Netral",0,"trinugroho hasbillbs jokowi kalo pimpinannya minus etika demokrasi maka begitu pula lah dg para pengikutnya"
"915","Negatif",-4,"arsjadrasjid jokowi acara unfaedah cuman membuat macet dan menimbun sampah membuat kegiatan orang lain terganggu"
"916","Negatif",-1,"rizalgurouw ada keliatan relawan jokowi projo dilokasi bencana "
"917","Negatif",-1,"micheladaml freedomland jokowi kalau mukanya bekerut itu pertanda penipu kalau rambutnya beruban itu kebanyakan nokep jadi pilihlah presiden yg punya rekan jejak bagus bukan pencitraan thok rakyatlebihcintaanies rakyatlebihcintaanies "
"918","Positif",1,"democrazymedia elit pdip meradang atas acara relawan jokowi di gkb anggota dpr ri asal pdip deddy sitorus menganggap acara tsb merendahkan jokowi sekjen pdip hasto singgung para relawan yg cenderung manipulatif yakin setelah ini para buzzer penggagas acr tdk akan koar kegiatan ini lg"
"919","Negatif",-1,"aqansa lenterakas tanmarm hahaha bercanda kamu orang lingkaran jokowi aja ngomong hampir m buat acara itu emang dikantongin sendiri tidak dibagibagi "
"920","Positif",1,"restycayah kaesangp gibrantweet jokowi divhumaspolri puspentni mohmahfudmd fifacom pssi anak nya pak wali aja ikutan kok gmn sih skalian mo icip suasana jkt kali aja bs loncat ke dki kayak bpk nya"
"921","Negatif",-2,"hispeachies ferdyferandi jokowi mohmahfudmd listyosigitp soal udah di tangkap atau belum itu masalah lain kak ini persoalnya apa yg di bilang sama si kapolres itu"
"922","Netral",0,"dahnilanzar tinggal putihin rambut pak ud sesuai dgn kriteria jokowi"
"923","Negatif",-3,"ferdyferandi jokowi mohmahfudmd listyosigitp pak kapolres cianjur anda ndak malu sama pak kapolri listyosigitp to ndak malu sama pangkat anda itu yang biji di kerah masak sama ormas cianjur udik aja keder"
"924","Positif",1,"abuwaras elit pdip meradang atas acara relawan jokowi di gkb anggota dpr ri asal pdip deddy sitorus menganggap acara tsb merendahkan jokowi sekjen pdip hasto singgung para relawan yg cenderung manipulatif yakin setelah ini para buzzer penggagas acr tdk akan koar kegiatan ini lg"
"925","Negatif",-3,"alisyarief alisyarief kamu beli hp kan cuma bilang mrk iphone versi g bilang kan kalau hp ada prosesor ram rom dan spek teknis lainya sama pak jokowi cuma bilang berambut putih tp akan panjang kalau suruh cerita speknya kamu gobloh ali syariefgoblog permanen"
"926","Netral",0,"zamheidi miduk dan relawan ini jahat sekali ada ibu teman saya di bandung itu cuma diajak ke jkt katanya ada pengajian eeehh ternyata diarahkan masuk ke gbk dan bukan pengajian tp acara ketemu jokowi yaaa mbok saat ngajak itu terus terang aja kalo mau ketemu jokowi ini kan nipu org"
"927","Positif",1,"indonesia semakin membaik terimakasih pak jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"928","Negatif",-4,"pandji panji makin tua makin gak lakuya mau gak mau nyinyirin jokowi karna jokowi gak respek sama wan kelebihan bayar"
"929","Negatif",-1,"alfkey nah itu lah yg skrg lagi rame mahasiswa dan rakyat pada demoin soal penghinaan presiden dll otak kau kemana itu uu baru yg dibikin jokowi"
"930","Negatif",-1,"jokowi batal membuka munas kahmi karena ada anies baswedan "
"931","Negatif",-2,"dibalik sukses acara temu kangen relawan jokowi di gbk adalah rans aa raffi ahmad untuk mendatangkan orang yang diakui sebagai relawan jokowi ini dengan cara menipu yaitu dalam undangan disebutkan bahwa acara tersebut adalah halaqah alias pengajian bersama para ulama "
"932","Netral",0,"jokowi asal mangap"
"933","Positif",1,"boediantar elit pdip meradang atas acara relawan jokowi di gkb anggota dpr ri asal pdip deddy sitorus menganggap acara tsb merendahkan jokowi sekjen pdip hasto singgung para relawan yg cenderung manipulatif yakin setelah ini para buzzer penggagas acr tdk akan koar kegiatan ini lg"
"934","Negatif",-1,"ekowboy hanya orang syirik n panik yg heran jokowi masih di cintai dan akan terus dicintai jokowers n ahokerstemu relawan kog sudzon "
"935","Negatif",-1,"video usai acara relawan jokowi total ton sampah kotori gbk "
"936","Negatif",-2,"rockygerungrg abuwaras jadi dia jokowi atau presiden dananya pakai apbn atau kocek pribadi kok namanya relawan jokowi tujuan acaranya apa manfaatnya apa"
"937","Netral",0,"jokowi idihhh wi wi"
"938","Negatif",-2,"malam minggu tadi rambut mimin basah karna mimpi makan sama ed sheeran dan redvelvet di surabaya dikasih uang m sama kookie apadaya cuma mimpi nasib jadi birojomblo memang jodohditanganantono dahlah kita simak nasihat jokowi aja airlanggahartarto golkarindonesia "
"939","Positif",1,"tanmarm elit pdip meradang atas acara relawan jokowi di gkb anggota dpr ri asal pdip deddy sitorus menganggap acara tsb merendahkan jokowi sekjen pdip hasto singgung para relawan yg cenderung manipulatif yakin setelah ini para buzzer penggagas acr tdk akan koar kegiatan ini lg"
"940","Netral",0,"alfkey mastr alifiqra tifsembiring jokowi aplikasikan ke tuntutan periode dan tuntutan presiden turun"
"941","Positif",1,"alisyarief bisa seramai ini kalo bkn jokowi terus siapa "
"942","Negatif",-2,"dwiirawansanto helmifelis saya kira wajar saja klo pak jokowi ini tdk hadir di acara munas kahmi di palu karena beliau tdk mau melihat mukanya si wan aibon anus bas edan ini"
"943","Netral",0,"tnial "
"944","Netral",0,"rictulus sindonews yg ada nmalah ngabisin duit miliar "
"945","Negatif",-1,"baiou olvaholvah jokowi nangis aja lu dipojokan sambil gigit kancing baju ndrun   "
"946","Negatif",-1,"olvaholvah jokowi susah jawabnya"
"947","Netral",0,"nakhodat helmifelis jokowi wih berapa duit tu duit dari mana yak"
"948","Netral",0,"jayak putridrupadi maryshelparaiso keren memang presiden jokowi masyarakat mendukung kinerja pemerintahan jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia nkrimajubersamajokowi "
"949","Positif",1,"presiden republik indonesia jokowi tampak bolakbalik untuk memberikan kodekode terkait dengan pemilihan presiden pada tahun mendatang "
"950","Positif",2,"alfkey mastr alifiqra tifsembiring jokowi gini lo abang pintar aku minta makan tempe jancok sekasarnya yang diminta sesuatu yang legal sayang aku ingin menikmati kokain ini bersamamu di loteng rumahmu apakah kamu mau memberikan aku kokain ini selembutnya yang diminta adalah sesuatu yg ilegal"
"951","Negatif",-1,"masyarakat sangat mendukung kinerja program kerja pak jokowi jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"952","Netral",0,"alvinlie jokowi ini yg dimaksud jokowu periode siapa yg lebih mikirin rakyatnya "
"953","Positif",1,"aprilialin lo pada terima sembako dari jokowi misal nihh trus goodiebag lo buang trus harus mencak geto kalo mmg mau dokumentasi mahh umat islam gak perlu dokumentasi kalo perlu tangan kiri nya gak usah tahu itu umat islam paham kalian"
"954","Netral",0,"ada baiknya pak jokowi buat partai terus usung si rambut putih kan enak klu begini nasdem pksejahtera pdemokrat pdiperjuanganp puanmaharaniri "
"955","Netral",0,"candrasmara bukannya relawan jokowi pulang di sangu amplop walaupun disunat"
"956","Negatif",-1,"rata pembenci pak jokowi itu kuntetpantes eror krn otak sm pantatnya dekat"
"957","Positif",1,"cnnindonesia elit pdip meradang atas acara relawan jokowi di gkb anggota dpr ri asal pdip deddy sitorus menganggap acara tsb merendahkan jokowi sekjen pdip hasto singgung para relawan yg cenderung manipulatif yakin setelah ini para buzzer penggagas acr tdk akan koar kegiatan ini lg"
"958","Netral",0,"hasyas mihrabku jokowi sontoloyo"
"959","Negatif",-2,"sofianbrahmana annascim pokoke ga ada presiden selain jokowi dan soekarno paling merakyat"
"960","Positif",2,"antaranews kalau mau bikin acara pak jokowi jangan bikin prank emak pengajian"
"961","Netral",0,"helmifelis jokowi mau ketawa takut dosa"
"962","Positif",1,"djokoadv elit pdip meradang atas acara relawan jokowi di gkb anggota dpr ri asal pdip deddy sitorus menganggap acara tsb merendahkan jokowi sekjen pdip hasto singgung para relawan yg cenderung manipulatif yakin setelah ini para buzzer penggagas acr tdk akan koar kegiatan ini lg"
"963","Negatif",-6,"jokowi saya penderita stroke kemarin malam dapat bersilahturahmi dan berbagi dengan korban gempa di desa sukamanah kecamatan cugenang kab cianjur jawa barat korban gempa mengungsi di lahan pemakaman umum kuburan wakaf karena masih belum nyaman dan masih ada gempa susulan "
"964","Negatif",-2,"syarman satriohendri antaranews kenapa bang hensat jadi katro urus siapa panitianya kaji dan nilai dong makna statement jokowi dr perspektif ilmu politik bang hensat ane lebih suka itu walau keras sekalipun"
"965","Negatif",-2,"sekjen pdip hasto kristiyanto menanggapi pernyataan presiden jokowi soal memilih pemimpin yang berambut putih dan memiliki kerutan wajah "
"966","Negatif",-4,"kompastv panggilan sejarah artinya lakonnya ganti bukan jokowi lagi sebentar lagi ki dalang tancep kayon"
"967","Positif",1,"giliran dihujat dimanamana baru lah ngerasa dihujat "
"968","Positif",2,"jokowi pilih pemimpin yang relawan nya mencintai kebersihan"
"969","Negatif",-2,"restycayah jokowi dennysiregar dasar sampah "
"970","Negatif",-1,"herytimur restycayah niluhdjelantik jokowi nanti hakim akan melihat mana koreng yg mateng dan sudah mateng"
"971","Negatif",-9,"sudah bisa ditebak kalau acara ini akan menjadi gorengan lawan untuk politisi pdi perjuangan tk perlu ikut genit gitu ingat kesuksesan pdi perjuangan tk bisa lepas dr faktor jokowi dan ganjar p kalau repdem tk asing lagi apapun yg dijalankan pakde jls dilwn kan dia oon "
"972","Netral",0,"prabowo jokowi prabowo jokowi sby "
"973","Netral",0,"jokowi dorong perkuat kolaborasi aseanpbb demi perdamaian kawasan dan dunia jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"974","Negatif",-1,"karinbahary tuanfreed miduk oh kuburan jokowi ya "
"975","Negatif",-1,"chusnulch berjuang lah nul mengatas nama kan kbaikan trus yang nerima langsung klaim relawan ganjar atau dukung ganjar kayak jokowi undang sana sini trus klaim relawan jangan mau kalah nul berjuangkah sampai stres"
"976","Negatif",-3,"wagimandeep reskrimsusbali poldabali mudos lama pembenci jokowi kalau dah kena ciduk ya kayak anak ayam kehilangan induknya suuuu"
"977","Netral",0,"abuwaras kalian yg semakin kepanasan gak bisa jawab teka teki manuper politik mega dan jokowi"
"978","Netral",0,"jeffryiskanda loveagever jokowi bahahaha dia kadrun juga ternyata "
"979","Netral",0,"bachrumachmadi org goblok msh aja tkt sm pak jokowi jelas jokowi gk bs nyapres lg"
"980","Netral",0,"abuwaras kok kd panik emang jokowi lg menentukan capresnya  jokowi tdk punya partai tp jokowi punya massa yg setia lbh byk dr partai manapun jd percuma kalian provokasi lbh baik nerbuatlah lbh baik dr jokowi kalo bisa"
"981","Netral",0,"chepec ferdyferandi emma jokowi mohmahfudmd listyosigitp ini beda lah"
"982","Netral",0,"andisinulingga jokowi helehnggedabrus"
"983","Positif",1,"romitsut elit pdip meradang atas acara relawan jokowi di gkb anggota dpr ri asal pdip deddy sitorus menganggap acara tsb merendahkan jokowi sekjen pdip hasto singgung para relawan yg cenderung manipulatif yakin setelah ini para buzzer penggagas acr tdk akan koar kegiatan ini lg"
"984","Negatif",-1,"naughtyrabbit pipelpawer jokowi ente muslim klo muslim pelajari perbedaan qodho n qodar biar ngerti klo mati krn vaxin itu masuk gol mana "
"985","Negatif",-1,"tvonenews rusuh jaman jokowi"
"986","Positif",1,"helmifelis jokowi kasihan rakyat dikibulin terus"
"987","Positif",1,"putridrupadi maryshelparaiso terima kasih pak jokowi masyarakat bangga jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia nkrimajubersamajokowi "
"988","Negatif",-9,"gibrantweet mas bilang sama bpk jokowi kapan gebuk para tersangka sindikat mafia tanah yg di backingi mafia kasus di polda sumsel kebun tanah milik orang tua di rampas perusahaan sawit pt bki para tsk di lindungi kepolisian listyosigitp "
"989","Negatif",-2,"herusnd kbenaranhakiki uyokback jokowi lho itu relawan jokowi setuju periode melanggar konstitusi sampah juga dong"
"990","Positif",2,"mantap pak jokowi negara indonesia semakin diakui dunia kami mendukung penuh jokowipresidenku pembangunanuntukrakyat presidenjokowihebat jokowimembangunnegeri jokowimajubersamaindonesia jokowibapakinfrastruktur "
"991","Negatif",-7,"alfkey presiden mundur bisa saja terjadi kalau memang keterlaluan bgt ingat kasus suharto skrg jokowi jg kayak suharto ini keterlaluan bgt dan terangan ga tau malu otak mu kemana"
"992","Negatif",-4,"relawan jokowi itu yang dipikirin cuma isi perut dan isi dompet urusan bantuan buat bencana gempa cianjur ntar dulu dah tapi kalo di bayar mau kali ya "
"993","Negatif",-1,"yang dimaksud pak jokowi berambut putih adalah house of targaryen sudah putih dari sononya karena emang keluarga yang ruwet"
